"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"GOLGA8H",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-932O9.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-932O9.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ARHGAP11B",4,4,3,1,0,1,0,1,1,0,3,2,1,0,0,0,1,2,3,3,13,146,1,0
"RP11-932O9.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0
"FAN1",8,8,0,0,0,0,0,2,0,0,3,1,1,1,0,0,0,1,0,0,0,112,2,0
"MTMR10",23,6,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,3,0,0,1,103,6,0
"TRPM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-16E12.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,28,2,0
"RP11-16E12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"KLF13",45,28,5,0,5,2,0,15,5,3,11,11,5,10,2,0,13,5,4,2,34,395,35,0
"OTUD7A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
"CHRNA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
"RP11-1000B6.3",8,5,1,1,0,0,0,2,0,0,0,0,1,2,0,0,1,5,0,0,1,24,8,2
"RP11-1000B6.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,9,0,0
"GOLGA8N",5,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-1000B6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARHGAP11A",7,2,1,2,0,0,0,0,1,0,2,1,0,1,0,0,5,3,4,2,5,191,5,0
"SCG5",44,52,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,11,0,0,1,34,0,1
"RP11-758N13.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GREM1",9,343,0,0,0,0,0,522,0,0,1,1,0,0,0,0,1,1,0,0,1,23,1,0
"FMN1",36,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,6,0,1,0,142,1,0
"RYR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-3D4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-3D4.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
"RP11-3D4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"AVEN",9,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,88,7,0
"EMC7",222,132,5,3,5,2,2,81,6,2,22,12,11,6,3,14,60,60,6,9,66,1959,76,3
"PGBD4",1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,1,0,0,4,53,1,0
"KATNBL1",56,23,5,5,1,0,0,19,1,1,5,15,2,5,1,1,15,14,4,5,21,448,41,1
"EMC4",159,88,8,10,7,3,0,62,8,6,14,18,4,11,4,6,42,23,7,4,47,1501,107,4
"SLC12A6",41,4,0,3,2,0,0,7,0,0,2,1,2,3,0,0,2,15,0,0,9,96,9,0
"NOP10",954,264,13,23,14,4,3,145,27,16,52,35,18,24,6,46,98,224,22,19,220,5768,376,15
"LPCAT4",23,15,0,1,3,0,0,11,3,1,4,8,0,2,0,3,3,8,2,1,15,1221,53,0
"GOLGA8A",20,9,0,1,1,1,0,4,4,0,5,4,3,4,0,0,5,3,1,1,12,498,14,0
"GOLGA8B",4,8,1,0,0,1,1,0,1,0,10,3,5,4,1,0,1,0,2,0,25,173,7,0
"ACTC1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1
"AQR",52,7,2,2,1,1,2,16,0,1,7,1,1,3,1,0,9,16,2,1,10,298,19,0
"ZNF770",29,10,1,0,1,0,0,12,0,1,3,1,2,1,0,0,3,7,2,0,14,309,19,0
"DPH6",24,6,1,1,0,0,0,3,1,0,1,1,2,2,0,0,5,4,1,1,6,252,9,0
"DPH6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"C15orf41",3,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,2,105,4,0
"MEIS2",0,38,0,0,0,0,0,35,0,3,0,0,0,0,0,0,9,0,0,0,0,114,12,1
"RP11-128A17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2
"RP11-128A17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-1008C21.1",59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"RP11-1008C21.2",4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"RP11-346D14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0
"SPRED1",166,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,11,0,0,1,254,27,2
"FAM98B",34,8,0,0,0,1,1,9,2,0,3,3,1,2,0,2,6,5,1,0,16,244,18,0
"RASGRP1",10,1,4,0,4,1,3,1,2,0,22,16,3,5,0,0,0,2,3,4,63,9,0,0
"RP11-102L12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-275I4.2",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0
"C15orf53",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"RP11-624L4.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-265N7.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-624L4.2",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"THBS1",317,148,0,1,0,0,0,212,0,24,1,0,0,2,0,2,65,261,0,0,1,95,214,19
"CTD-2033D15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FSIP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,0
"RP11-37C7.3",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0
"GPR176",1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,1
"RP11-325N19.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EIF2AK4",68,28,1,2,1,0,0,17,1,0,6,3,0,0,1,1,15,9,0,0,10,393,74,1
"SRP14",1339,652,42,64,44,15,11,443,70,30,170,120,42,72,14,124,298,347,55,45,452,11789,1337,40
"SRP14-AS1",15,2,0,1,1,0,1,2,2,0,3,2,1,0,0,0,2,4,0,0,8,60,6,0
"RP11-521C20.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BMF",39,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,1,24,6,0
"BUB1B",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,103,2,0
"PAK6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
"PLCB2",46,0,3,3,1,1,0,0,0,0,0,0,1,3,0,1,0,7,1,2,9,29,2,0
"INAFM2",28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,26,4,0
"C15orf52",12,3,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,1,0,0,1,90,12,0
"PHGR1",356,101,9,2,3,3,3,71,8,5,27,24,11,27,6,566,47,77,11,3,71,43356,117,4
"DISP2",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
"KNSTRN",13,8,0,1,0,1,0,1,0,0,1,0,0,2,0,0,7,3,1,2,2,169,6,0
"IVD",18,19,2,2,1,0,0,11,2,1,2,3,0,6,0,1,3,3,1,1,5,279,12,0
"BAHD1",11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,65,9,0
"CHST14",6,10,0,0,0,0,0,9,0,1,1,1,0,2,0,0,7,6,0,1,2,12,18,0
"RP11-111A22.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C15orf57",46,16,2,2,0,0,0,9,1,1,5,9,2,1,0,1,6,9,0,1,31,261,15,0
"RPUSD2",6,8,1,0,0,0,0,5,1,0,2,1,2,1,0,0,3,0,0,0,4,114,3,1
"CASC5",5,3,0,2,0,0,0,1,0,0,2,0,1,0,0,0,4,0,4,3,3,142,4,0
"RAD51",2,4,1,1,0,0,0,1,0,0,0,0,0,2,0,0,4,0,4,1,0,93,6,0
"RMDN3",73,15,2,1,2,1,1,14,1,1,1,4,2,4,0,1,5,4,0,1,6,374,14,1
"GCHFR",539,6,7,3,4,4,1,15,8,7,22,17,4,19,0,3,5,16,3,2,79,1574,22,1
"DNAJC17",37,10,0,2,1,1,0,6,2,2,7,2,0,2,0,1,8,14,1,2,12,346,17,0
"C15orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,58,0,0
"ZFYVE19",31,10,0,1,0,1,0,10,3,0,2,1,4,0,0,0,3,6,2,0,6,261,16,0
"PPP1R14D",3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,203,1,0
"RP11-532F12.5",19,6,1,1,0,0,0,5,0,1,3,0,2,2,1,12,1,7,0,0,4,1534,6,0
"SPINT1",127,18,2,10,0,0,1,8,0,0,5,2,0,1,0,11,4,16,0,1,13,3705,11,0
"RHOV",3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,95,0,0
"CTD-2129N1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"VPS18",23,4,2,2,0,0,0,4,1,0,0,0,0,0,0,1,6,4,0,0,2,91,11,0
"RP11-540O11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"DLL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50,59,0
"CHAC1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0
"INO80",37,9,3,0,1,0,0,4,2,1,4,5,2,2,1,0,5,9,0,0,6,263,4,2
"RP11-540O11.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-540O11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EXD1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHP1",115,26,2,2,1,0,0,28,6,1,4,3,1,3,1,7,14,42,2,1,12,1034,30,1
"OIP5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,97,2,0
"NUSAP1",15,7,0,4,0,0,0,0,2,1,3,3,0,0,0,0,26,2,31,24,5,405,24,0
"NDUFAF1",36,26,0,2,1,0,0,15,1,1,4,7,1,3,1,2,10,10,1,0,18,311,13,2
"RTF1",145,56,12,5,9,3,6,61,12,2,29,19,10,13,5,2,44,40,11,13,78,1094,122,9
"ITPKA",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,341,3,0
"LTK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"RPAP1",7,6,1,0,0,0,0,2,0,0,0,0,1,1,0,0,5,0,0,0,3,107,8,0
"TYRO3",0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,47,3,0
"MGA",15,9,2,0,2,0,0,4,1,1,7,0,3,2,0,0,3,6,0,1,14,128,23,0
"MAPKBP1",11,3,0,1,1,0,0,1,1,0,0,2,0,0,0,0,2,1,1,0,5,38,11,0
"AC073657.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"JMJD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"JMJD7-PLA2G4B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0
"PLA2G4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SPTBN5",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,59,11,1
"RP11-23P13.6",2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,68,0,0
"EHD4",121,11,1,3,1,0,2,2,1,1,2,4,3,2,0,1,2,28,0,0,13,497,191,0
"PLA2G4E-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PLA2G4E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"PLA2G4D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PLA2G4F",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,34,0,0
"VPS39",29,8,0,1,0,0,0,3,3,0,4,1,0,2,0,2,8,2,0,0,7,98,15,0
"TMEM87A",68,57,4,2,3,1,2,41,3,1,7,6,1,2,1,3,36,8,4,4,22,1269,45,1
"GANC",20,2,0,0,1,0,0,6,0,1,0,0,0,2,0,0,1,7,0,1,3,128,8,0
"CAPN3",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,25,2,0
"ZNF106",114,35,3,6,1,0,0,94,4,0,3,6,3,7,1,2,5,52,6,3,31,394,42,1
"SNAP23",147,30,4,9,2,2,0,28,7,3,13,6,3,8,0,4,17,56,1,3,36,675,67,3
"RP11-265N6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LRRC57",14,9,0,2,0,0,0,4,1,0,7,2,1,1,0,0,2,3,0,1,9,170,8,1
"HAUS2",33,8,2,1,1,0,0,11,0,0,5,4,0,1,0,3,7,6,0,1,6,172,12,0
"RP11-265N6.2",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"STARD9",3,5,0,0,0,0,0,7,0,0,1,3,0,0,0,0,4,1,1,0,1,4,17,1
"CDAN1",3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,27,2,0
"TTBK2",23,8,0,0,0,0,0,13,0,2,1,1,0,0,0,1,3,4,0,0,4,57,16,1
"CTD-2036P10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"UBR1",18,7,0,0,0,0,0,10,1,0,3,5,1,3,0,0,12,5,0,1,16,236,13,2
"EPB42",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0
"TMEM62",10,3,1,1,0,0,0,1,0,0,1,0,1,2,0,0,2,1,0,0,5,316,5,0
"CCNDBP1",109,34,2,11,4,2,2,34,12,3,31,17,13,16,1,3,21,24,7,5,70,722,27,5
"TGM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LCMT2",1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,4,34,4,0
"ADAL",12,6,0,1,0,0,0,7,0,1,5,2,0,1,0,0,4,1,1,1,5,69,11,1
"ZSCAN29",12,3,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,1,0,0,6,102,7,0
"TUBGCP4",11,4,1,0,0,1,0,5,0,0,3,1,2,3,0,0,7,4,1,0,8,177,13,0
"TP53BP1",17,11,1,1,0,0,1,14,2,0,3,5,0,0,0,0,6,3,0,0,7,161,20,1
"MAP1A",3,57,0,0,0,0,0,60,0,0,1,1,1,1,0,0,25,0,0,0,2,6,0,3
"PPIP5K1",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,114,1,0
"CKMT1B",7,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,1,0,0,1,803,2,0
"STRC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"CATSPER2",7,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,3,104,1,0
"CKMT1A",6,4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,4,842,2,1
"PDIA3",453,309,19,16,9,2,4,199,21,4,47,44,17,45,4,31,107,155,21,14,127,5547,298,10
"ELL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SERF2",5622,2243,84,226,52,34,19,1624,154,58,322,217,107,170,16,483,716,1554,105,88,911,33314,1814,81
"SERINC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"HYPK",5,3,1,0,1,0,0,4,1,1,0,1,2,1,0,1,1,1,0,0,0,102,2,0
"MFAP1",39,20,3,3,3,0,0,22,0,2,6,6,4,3,2,1,12,10,3,1,15,550,26,3
"WDR76",4,3,0,0,0,0,0,2,1,0,1,3,2,1,0,0,4,1,2,4,7,98,3,1
"FRMD5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"CASC4",104,65,4,2,1,0,0,42,4,1,4,3,0,3,2,5,16,24,1,0,8,801,26,3
"CTDSPL2",22,13,0,2,2,1,0,8,1,0,7,1,0,3,0,0,8,9,0,2,18,166,15,0
"EIF3J-AS1",6,4,1,0,0,1,0,11,3,0,2,2,4,5,0,0,8,2,3,1,13,208,15,1
"EIF3J",162,97,4,8,9,1,1,46,4,5,22,14,8,15,2,6,31,41,3,3,80,2656,125,6
"SPG11",47,13,1,1,3,1,0,10,6,1,4,5,1,2,1,0,9,12,2,1,20,363,18,0
"PATL2",5,0,1,1,1,0,0,0,0,0,3,5,1,3,2,0,1,1,1,0,8,17,0,1
"B2M",37767,5901,1351,816,1186,603,388,3613,1928,302,5515,3966,1654,2469,517,2051,4765,11899,1521,1365,16302,130996,9972,450
"TRIM69",55,10,3,1,3,0,1,15,7,2,12,5,5,5,1,0,8,17,5,3,37,243,13,0
"CTD-2008A1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SORD",29,8,2,1,0,0,0,4,5,1,1,0,1,0,0,5,2,7,4,1,7,561,4,1
"DUOX2",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"DUOXA2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"DUOXA1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"DUOX1",0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,8,0,0
"SHF",0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,45,4,0
"CTD-2651B20.3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"SLC28A2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0
"GATM",49,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,6,1,0,0,1,16,0,1
"GATM-AS1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
"SPATA5L1",11,7,0,1,0,0,0,3,0,0,3,2,0,0,0,0,1,5,0,0,4,95,4,1
"C15orf48",1971,54,1,99,0,0,0,12,1,0,12,2,2,2,1,49,7,1424,3,3,14,5436,30,1
"RP11-519G16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"RP11-519G16.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"SLC30A4",0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,1,21,3,0
"RP11-96O20.5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
"BLOC1S6",85,39,1,13,2,0,1,33,0,2,9,6,3,4,0,2,17,25,1,3,22,541,36,1
"SQRDL",310,63,0,1,4,1,0,31,9,0,19,13,2,6,1,4,15,71,15,6,43,1816,29,1
"CTD-2306A12.1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SEMA6D",0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0
"MYEF2",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,1
"RP11-154J22.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"DUT",131,137,6,22,5,1,2,110,7,3,29,17,19,18,2,5,89,41,61,41,66,1083,203,12
"FBN1",5,190,0,0,0,0,0,250,0,0,0,0,1,1,0,0,25,1,0,0,0,15,54,0
"RP11-227D13.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-227D13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CEP152",4,1,1,0,0,0,0,3,0,0,4,2,0,0,1,0,4,3,3,4,4,144,4,0
"RP11-227D13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SHC4",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0
"EID1",321,431,14,19,19,3,5,392,24,8,53,41,20,21,4,9,205,85,16,8,218,1942,472,41
"SECISBP2L",40,13,0,1,2,0,0,16,0,0,4,4,2,0,0,0,16,6,2,0,10,218,25,2
"COPS2",71,50,3,3,2,0,0,36,2,3,5,5,3,2,0,1,21,23,3,0,34,653,44,2
"GALK2",26,17,1,0,3,0,0,7,2,2,4,1,7,2,0,1,7,8,1,1,10,559,15,1
"FAM227B",1,2,2,0,0,0,0,2,0,0,1,1,0,2,0,0,0,1,0,0,1,48,4,0
"RP11-295H24.4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0
"FGF7",3,190,1,0,0,0,0,324,0,0,0,0,1,0,0,0,50,0,0,0,0,23,1,1
"DTWD1",26,64,1,1,1,1,0,51,2,1,4,4,2,2,0,1,26,14,0,3,12,282,25,2
"ATP8B4",44,1,0,5,1,0,0,4,1,0,1,0,0,5,0,0,3,3,0,0,1,3,0,0
"SLC27A2",0,0,2,0,2,0,0,0,1,2,6,3,0,0,0,0,0,0,1,3,12,144,0,0
"HDC",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GABPB1",72,28,4,5,4,3,0,19,10,4,36,25,19,28,2,0,17,28,3,4,94,427,55,3
"GABPB1-AS1",51,24,15,2,7,3,1,34,9,6,30,28,22,23,4,0,20,23,9,7,67,553,61,1
"CTD-3110H11.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"USP8",121,33,9,6,1,0,0,31,4,1,10,12,7,7,4,0,23,31,5,4,38,682,39,1
"TRPM7",32,12,1,2,1,0,1,9,0,0,2,2,2,3,0,0,10,5,0,0,12,246,11,0
"SPPL2A",287,54,5,3,3,2,2,36,6,3,14,5,4,8,1,1,23,56,9,0,43,995,65,0
"CTD-2378E12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"AP4E1",13,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,2,1,62,5,1
"RP11-108K3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"TNFAIP8L3",1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1
"CYP19A1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-108K3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GLDN",23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,19,2,0
"DMXL2",178,8,0,1,0,0,0,5,0,0,0,1,0,0,0,0,7,53,1,0,0,232,8,0
"RP11-707P17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SCG3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYSMD2",172,10,5,16,3,1,1,19,0,0,12,4,4,8,1,1,16,63,3,2,34,225,65,2
"TMOD2",41,5,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,13,0,0,0,24,25,1
"TMOD3",149,38,2,1,3,1,3,39,4,1,21,8,1,7,0,0,30,38,4,4,55,1242,101,4
"LEO1",21,12,0,0,1,0,0,7,1,2,7,2,1,4,1,0,10,5,1,2,21,373,16,1
"MAPK6",53,18,0,0,2,0,0,15,2,1,3,1,2,1,1,0,1,18,2,2,11,523,17,2
"BCL2L10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GNB5",18,22,2,2,1,1,1,12,4,0,1,3,6,3,0,0,7,0,1,0,26,150,7,1
"RP11-430B1.2",0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0
"MYO5C",1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3,0,0,5,348,36,0
"MYO5A",81,6,1,1,0,0,1,1,0,0,3,3,1,1,0,0,1,11,0,1,9,11,41,0
"ARPP19",153,46,0,13,6,4,2,26,11,2,16,8,5,9,0,4,24,34,4,12,82,1170,90,2
"FAM214A",15,5,0,1,0,0,0,3,0,0,6,2,2,6,0,0,2,3,1,2,7,134,15,0
"WDR72",15,3,0,0,0,1,0,3,0,0,1,1,0,1,0,5,1,3,0,0,5,1286,4,0
"UNC13C",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSL24D1",225,149,13,22,5,3,4,105,17,15,42,25,19,20,7,7,73,80,8,10,132,2394,116,15
"RAB27A",59,34,4,0,11,2,2,19,12,0,27,36,3,16,2,0,8,28,10,8,40,200,22,2
