"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"GGH",71,2,5,1,0,0,2,41,0,0,0,0,1,22,3,8,5,6,25,2,2,0,207,5,370,2,28,2,2,6
"TTPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
"YTHDF3-AS1",26,0,4,0,0,0,0,14,0,0,0,0,0,6,3,1,2,2,7,0,0,1,14,0,45,2,12,0,1,0
"YTHDF3",179,2,14,1,2,1,4,45,0,4,1,0,0,62,38,13,4,19,66,1,2,0,33,0,172,5,18,2,10,2
"RP11-16E18.3",2,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
"BHLHE22",2,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"CYP7B1",0,1,0,0,0,0,0,75,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,9,0,0,0,4,0
"CTD-3025N20.3",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"ARMC1",72,7,10,0,2,0,10,58,1,2,1,1,2,70,33,13,3,34,100,2,2,3,42,0,196,1,70,5,12,10
"MTFR1",43,1,7,0,0,2,1,32,0,1,0,1,0,19,10,5,2,4,20,0,1,1,39,1,135,3,12,2,3,3
"RP11-707M3.3",2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,5,0,0,0,0,0,3,1,0,0,0,0
"PDE7A",66,15,6,1,3,3,1,42,2,12,0,0,0,175,62,32,6,46,236,8,7,2,16,4,299,3,41,3,11,6
"CTD-2532N20.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"DNAJC5B",79,3,7,0,0,0,0,5,0,0,0,0,0,77,6,3,0,6,16,0,0,0,1,0,112,2,15,0,1,1
"TRIM55",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"RRS1",55,4,6,0,1,0,1,30,0,3,1,0,0,52,41,14,4,14,151,3,1,4,19,0,200,3,29,11,10,6
"ADHFE1",0,0,1,0,0,1,1,6,0,0,0,0,0,2,11,1,0,1,10,1,0,0,1,0,16,0,2,1,5,0
"MYBL1",6,6,0,0,0,0,0,4,0,4,0,0,0,5,16,10,0,1,17,0,3,1,0,0,18,0,68,1,4,0
"VCPIP1",61,4,5,1,0,0,0,22,1,6,0,0,1,35,23,12,5,11,36,3,1,0,26,0,97,1,28,3,11,1
"C8orf44",8,1,1,0,0,1,0,12,0,1,0,0,0,13,10,4,1,6,24,1,0,0,6,0,37,0,6,0,5,1
"SGK3",106,2,6,0,1,0,1,7,1,0,0,0,0,8,6,5,0,3,27,1,0,0,18,0,92,6,1,0,1,0
"MCMDC2",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,1,0,0,0,0,1
"COPS5",116,11,27,1,0,2,12,131,2,8,0,0,2,99,38,25,16,28,132,5,3,3,103,1,360,3,91,6,13,18
"CSPP1",22,1,2,0,1,2,2,40,0,2,0,0,0,30,14,8,6,12,63,1,0,2,11,0,137,1,12,0,2,1
"ARFGEF1",46,3,4,0,0,1,1,25,0,4,1,0,2,34,17,13,4,8,70,2,1,0,47,0,79,1,16,1,1,5
"RP11-7F18.2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"CPA6",0,0,0,0,0,0,1,14,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0
"PREX2",1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,12,0,1,0,0,6
"C8orf34",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,0,0,0,3,0,6,0,0,0,0,1
"SULF1",7,0,0,0,0,0,0,82,0,0,0,0,0,1,0,1,2,2,2,0,0,0,0,0,9,1,1,0,0,4
"SLCO5A1",4,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,4,4,0,0,0,1,0,44,1,3,0,0,0
"RP11-159H10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0
"NCOA2",37,1,5,0,0,0,2,14,1,0,0,0,0,25,14,9,2,4,30,1,0,1,21,0,129,2,17,1,2,2
"RP11-333A23.4",2,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,1,2,0,0,0,5,0,13,0,1,1,0,1
"TRAM1",583,21,66,4,7,9,26,324,0,16,3,1,3,279,207,97,25,82,496,12,9,10,107,3,4930,27,94,14,63,50
"LACTB2",35,2,15,1,0,0,4,43,1,3,0,0,0,56,17,12,6,4,39,0,0,0,54,0,117,3,25,5,5,6
"XKR9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
"MSC",2,0,0,0,0,0,3,146,0,1,0,0,0,1,8,2,5,0,2,0,0,1,0,1,21,0,1,0,0,1
"TRPA1",10,0,0,0,0,0,0,273,0,0,0,0,0,4,1,3,6,0,4,0,0,0,12,0,31,0,3,0,1,1
"TERF1",64,10,19,0,4,2,19,115,0,7,1,1,2,98,70,30,21,39,170,6,3,7,49,3,337,5,37,4,12,13
"SBSPON",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"RPL7",10635,984,2744,87,143,222,351,10021,89,578,71,124,144,23415,8604,3143,703,6720,38966,1271,375,385,7183,73,66166,734,8526,772,2372,1027
"RDH10",15,0,1,0,0,0,2,86,0,1,0,0,0,3,3,1,1,0,7,0,1,0,14,0,115,1,1,0,1,0
"STAU2-AS1",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1
"STAU2",47,2,6,0,1,0,1,30,0,1,0,1,1,37,19,8,5,17,75,3,2,3,23,0,155,1,24,0,8,5
"UBE2W",111,3,17,1,0,2,2,39,0,4,2,0,1,57,26,16,3,20,65,3,3,2,36,3,207,4,13,3,10,4
"TCEB1",566,18,66,1,2,5,26,270,1,13,2,3,5,288,191,87,32,106,415,14,15,6,186,2,1275,24,256,34,48,65
"TMEM70",251,6,25,1,3,1,7,114,1,8,1,1,0,94,66,20,9,43,177,7,5,5,73,1,660,21,63,12,18,11
"LY96",808,3,41,0,0,1,9,71,0,1,0,0,0,163,48,11,10,48,179,3,0,3,5,1,1594,19,41,2,20,9
"JPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
"GDAP1",16,0,3,0,0,0,1,5,0,1,0,1,0,6,2,3,2,4,8,0,0,0,2,0,13,0,9,1,1,1
"RP11-758M4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0
"CASC9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"HNF4G",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"PEX2",112,7,14,2,0,6,9,130,1,3,0,0,0,96,50,19,6,37,108,7,0,3,73,0,507,7,52,5,10,9
"PKIA",0,0,0,0,0,0,0,4,0,0,0,0,0,10,2,0,1,2,23,0,0,0,0,0,18,0,1,1,2,1
"ZC2HC1A",20,1,3,0,0,0,6,103,3,0,0,0,0,46,9,0,17,8,33,1,1,0,13,0,168,0,10,1,28,8
"IL7",9,0,2,0,0,0,0,72,0,0,0,0,0,40,3,0,7,10,7,0,0,0,23,0,13,0,9,1,4,0
"RP11-79H23.3",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"STMN2",34,0,3,0,0,0,1,1093,0,0,0,0,0,13,7,7,52,4,11,0,1,1,3,0,156,0,5,0,1,1
"HEY1",1,0,1,0,0,0,11,17,1,0,0,0,0,0,2,0,0,1,3,0,1,0,8,2,21,0,0,0,0,6
"RP11-26J3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
"MRPS28",144,4,22,0,0,1,11,91,0,5,0,0,0,79,35,11,8,20,103,2,2,2,88,1,246,8,38,8,14,13
"RP11-92K15.3",1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,4,0,0,0,1,0,27,0,4,0,0,0
"TPD52",358,12,30,0,2,1,7,67,0,9,2,2,0,433,103,50,4,152,191,12,6,7,506,0,4080,17,411,7,11,23
"ZBTB10",51,0,18,0,0,0,1,31,2,0,0,0,0,33,17,10,3,12,86,1,0,1,41,0,264,2,10,0,9,10
"RP11-48B3.3",2,1,1,0,0,0,1,1,0,0,0,0,0,4,4,0,0,4,5,0,0,0,2,0,19,0,3,0,1,0
"RP11-48B3.4",7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,12,1,0,0,1,1
"ZNF704",4,0,0,0,0,0,4,21,0,0,0,0,0,1,1,0,5,0,6,0,0,1,20,1,9,0,0,1,0,10
"PAG1",193,8,13,0,3,3,4,123,0,3,1,0,2,64,91,15,0,18,221,10,2,1,57,0,124,12,125,0,14,2
"RP11-1149M10.2",19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,3,0,1,0
"FABP5",778,32,143,5,7,7,10,2078,9,20,1,3,2,415,106,89,32,96,457,20,10,11,1217,12,1486,70,436,120,65,2137
"PMP2",2,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0
"FABP4",47,2,5,1,1,1,1,721,0,2,0,0,0,11,16,10,3,3,8,0,0,0,1,9,160,1,2,1,0,62
"IMPA1",44,5,4,0,1,1,0,23,1,2,0,2,0,50,26,14,6,16,54,0,1,1,66,0,116,0,27,6,7,6
"SLC10A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ZFAND1",79,9,13,0,5,1,6,96,1,0,1,2,1,176,53,14,19,44,249,5,3,3,72,2,704,7,88,10,18,16
"CHMP4C",12,0,2,0,0,0,1,4,0,0,0,1,1,5,2,0,7,2,5,0,0,0,48,1,107,0,0,0,0,0
"SNX16",20,0,3,0,0,0,3,31,0,0,0,0,0,10,8,4,3,2,22,1,0,0,10,1,120,2,4,1,5,8
"LRRCC1",55,3,9,0,0,0,9,72,0,1,0,0,0,14,9,4,5,7,18,0,0,0,46,1,86,0,19,0,1,3
"RP11-219B4.7",2,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,11,0,0,0,0,0
"E2F5",22,2,4,0,0,1,0,13,0,0,0,0,0,57,6,6,0,21,19,1,1,2,5,0,553,0,148,2,0,3
"C8orf59",330,23,67,1,3,3,20,257,1,6,2,1,1,323,106,70,26,105,452,16,6,6,109,5,1823,11,131,14,48,27
"CA13",10,0,0,0,0,0,0,2,0,0,1,0,0,7,3,0,0,3,3,0,0,0,4,0,20,0,3,1,0,1
"CA1",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1535,0,4,0,1,0,0,0
"CA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CA2",49,1,35,0,0,0,0,5,0,1,0,5,0,11,5,1,0,9,11,0,1,3,2213,0,67,6,4,0,2,19
"ATP6V0D2",459,1,2,0,0,0,0,6,0,0,0,0,0,4,8,4,2,1,7,0,0,0,0,0,70,1,2,0,0,0
"WWP1",289,2,6,0,0,0,3,49,1,2,1,1,0,26,21,13,6,7,88,2,1,0,34,1,118,2,7,0,2,7
"RMDN1",77,3,15,1,1,0,4,44,1,2,1,1,0,60,17,8,10,18,65,2,1,1,38,1,169,1,87,7,8,5
"CPNE3",118,5,21,0,0,2,21,119,0,1,0,2,0,73,58,18,17,20,104,2,2,5,150,3,351,4,111,5,14,11
"AF121898.3",0,1,3,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,4,0,1,0,1,0
"RP11-37B2.1",5,0,4,0,0,0,2,14,0,0,0,0,0,15,2,3,0,1,4,0,0,0,4,0,39,3,4,0,1,1
"RIPK2",55,2,21,0,0,1,5,21,1,2,0,0,1,54,16,2,2,11,38,0,3,3,8,0,205,12,31,0,3,5
"OSGIN2",65,4,2,1,0,0,3,29,0,0,0,0,0,21,5,4,2,5,21,0,1,1,4,1,65,0,8,0,1,3
"NBN",122,3,11,0,1,0,9,73,0,3,0,2,1,44,24,7,6,19,47,0,1,3,36,2,178,2,45,3,9,9
"DECR1",243,10,45,1,2,7,19,264,0,4,2,0,0,152,62,26,7,30,242,13,2,3,402,4,495,12,110,19,20,45
"TMEM64",37,2,1,0,0,0,1,53,0,1,1,0,0,21,20,4,12,8,27,1,0,0,8,1,99,0,8,2,6,1
"TMEM55A",56,4,17,0,0,1,5,108,0,3,0,0,1,43,13,2,5,12,67,0,0,1,2,2,247,5,10,0,9,2
"OTUD6B",43,2,6,0,0,0,1,12,0,3,0,1,0,16,8,7,3,5,54,0,2,0,10,0,67,1,9,0,5,5
"LRRC69",40,3,5,0,1,1,3,25,0,2,0,1,0,16,15,5,0,6,42,2,0,2,12,0,111,3,3,0,6,2
"SLC26A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RUNX1T1",2,0,1,0,0,0,4,145,0,0,0,0,0,1,1,1,12,0,0,0,0,0,1,3,10,0,0,0,0,2
"TRIQK",37,0,2,0,1,0,4,48,0,0,0,1,0,12,4,1,8,4,4,0,0,0,48,2,51,4,2,1,1,7
"LINC00535",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"FAM92A1",28,0,0,0,0,0,4,173,0,0,0,0,0,2,1,0,7,0,3,0,1,0,6,1,17,1,5,0,1,10
"CTD-2006H14.2",3,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1
"RBM12B",15,1,1,0,0,1,1,9,0,1,0,0,0,15,6,3,1,5,26,1,0,0,16,0,29,0,8,0,2,1
"TMEM67",8,8,0,0,1,2,11,23,0,4,0,3,0,57,45,18,6,14,120,2,1,1,7,0,49,1,10,2,4,4
"PDP1",74,3,2,0,0,0,5,17,0,1,0,1,0,20,12,3,5,3,41,1,0,0,6,0,43,3,6,1,4,6
"CDH17",13,0,8,0,0,0,0,3,0,0,0,0,0,2,4,2,0,0,7,0,2,1,303,0,24,1,1,0,1,3
"GEM",32,0,34,1,0,0,5,91,2,5,0,0,0,10,10,6,9,3,32,0,0,1,1,19,97,3,0,4,13,2
"RAD54B",9,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,2,3,0,0,0,2,0,5,0,1,1,0,0
"KIAA1429",31,4,7,1,0,0,4,26,1,1,0,1,1,48,19,15,2,15,64,2,2,1,27,0,116,2,26,3,8,5
"RP11-267M23.4",0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1,0,0,0,1,0,3,0,1,0,0,0
"RP11-22C11.2",1,0,0,0,0,0,0,2,0,0,0,0,0,6,2,1,0,1,3,0,0,0,23,0,8,0,0,0,0,1
"ESRP1",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,125,0,12,0,0,0,1,0
"DPY19L4",31,5,2,0,0,1,4,34,0,1,0,0,0,22,9,2,3,6,24,1,0,0,13,0,75,0,8,0,2,4
"INTS8",19,3,1,0,0,1,3,34,0,1,0,0,0,33,9,4,1,7,37,2,0,0,34,2,92,2,12,2,1,3
"CCNE2",19,0,3,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,1,5,0,15,0,27,1,1,1
"NDUFAF6",64,6,4,0,0,0,3,31,0,3,0,0,1,64,15,8,2,21,56,2,1,1,38,1,267,3,38,3,4,7
"TP53INP1",37,2,6,0,0,1,2,41,1,2,0,1,0,73,25,6,4,23,32,0,0,1,15,0,393,0,16,0,7,12
"PLEKHF2",61,2,6,0,0,3,5,31,2,2,0,1,1,245,23,13,1,89,93,2,3,0,48,1,135,2,258,5,9,9
"C8orf37",6,0,3,0,0,0,2,2,0,0,0,0,0,8,2,2,0,4,15,0,0,0,0,0,21,0,4,0,0,0
"RP11-90D11.1",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"UQCRB",2953,215,433,16,44,45,56,1944,19,111,26,23,24,3542,1565,674,160,967,6107,250,63,60,1717,20,10320,141,1546,135,472,263
"PTDSS1",147,7,16,1,0,1,0,61,0,4,0,1,0,94,42,13,4,34,127,4,0,3,40,0,296,6,74,7,14,15
"SDC2",73,0,7,0,0,0,11,812,0,1,0,0,0,6,7,3,65,5,15,0,0,0,3,12,112,12,0,0,0,9
"CPQ",151,3,17,0,2,0,6,288,0,1,0,1,2,25,27,8,32,6,62,0,0,2,14,4,222,5,10,2,7,11
"TSPYL5",21,0,2,0,0,0,0,8,0,0,0,0,0,7,0,1,2,4,2,0,1,0,0,0,6,0,6,0,0,2
"MTDH",977,55,201,7,7,10,47,623,4,40,6,5,4,642,325,132,67,145,838,36,26,17,226,11,6616,66,309,24,79,91
"LAPTM4B",9,1,4,0,0,1,5,209,0,1,0,0,0,9,10,1,9,4,32,1,1,1,52,3,71,2,4,1,3,25
"MATN2",22,4,4,1,0,0,125,636,0,0,1,0,0,11,10,1,23,4,17,1,2,0,29,1,108,1,7,0,2,8
"RPL30",8562,1053,1934,71,181,231,203,6020,85,514,96,102,74,23976,8234,3052,427,6504,36572,1202,360,359,4047,50,45681,526,5581,513,2210,816
"KB-1208A12.3",4,2,0,0,0,1,1,7,0,2,0,0,0,12,7,1,1,8,35,0,0,0,3,0,39,0,1,1,3,1
"HRSP12",65,2,8,0,2,0,5,39,0,0,0,0,1,29,16,4,9,17,50,4,1,0,46,0,134,1,35,4,4,9
"POP1",5,1,1,0,0,0,1,10,0,0,0,0,0,8,7,3,1,2,10,1,0,0,6,0,21,1,7,4,1,1
"NIPAL2",11,0,3,0,0,0,0,13,0,0,0,0,0,18,2,3,1,2,2,0,0,0,32,0,57,1,4,0,4,2
"STK3",16,0,4,1,0,0,4,62,0,1,0,1,1,10,5,2,5,3,12,0,1,0,12,0,68,3,1,0,4,6
"OSR2",21,0,1,0,0,0,0,17,0,0,0,0,0,2,3,4,1,1,6,0,0,1,5,0,203,0,1,0,1,0
"RP11-410L14.2",10,0,1,0,0,0,2,3,0,0,0,0,0,8,1,1,0,2,10,1,0,0,0,0,18,0,9,0,0,0
"VPS13B",27,1,2,0,1,0,0,18,1,3,0,0,1,12,5,3,1,6,23,0,1,1,12,0,45,0,8,0,0,0
"COX6C",2469,116,305,15,19,24,57,948,9,65,7,13,6,1305,856,330,117,437,2332,84,35,46,3274,26,5094,112,1048,100,213,163
"FBXO43",3,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,4,0,10,1,0,1
"POLR2K",376,29,55,1,7,4,17,226,3,14,6,6,3,333,210,96,27,98,487,15,18,11,244,3,1533,15,203,34,39,53
"SPAG1",3,3,0,0,0,0,0,2,0,0,0,0,0,17,4,2,1,2,10,0,0,1,24,0,89,0,12,2,1,3
"RNF19A",68,8,3,1,4,2,3,42,1,10,0,0,0,96,49,33,4,24,149,5,4,2,27,1,199,5,27,2,31,8
"KB-1615E4.2",0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,0
"ANKRD46",33,4,5,0,0,0,2,24,0,3,0,0,0,33,20,7,4,9,71,5,0,0,22,0,170,1,17,2,6,17
"PABPC1",3027,173,827,16,20,32,41,1110,13,147,20,30,14,4305,1538,706,81,1172,6764,224,69,85,764,9,9606,205,2509,154,469,166
"YWHAZ",920,76,158,6,15,10,27,351,4,33,3,7,8,886,455,202,36,290,1059,42,31,25,488,7,2084,56,422,47,103,40
"KB-1460A1.5",5,0,0,0,0,0,0,3,0,0,0,0,0,5,2,2,0,1,3,0,0,0,2,0,9,0,0,0,0,0
"ZNF706",1352,38,125,5,4,8,33,284,3,14,4,3,6,652,195,81,32,186,822,26,14,5,314,1,3792,51,371,81,85,66
"KB-1410C5.5",9,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,15,0,0,0,0,0
"KB-1410C5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"GRHL2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0
"NCALD",11,2,2,0,0,1,3,34,0,5,0,0,0,7,15,12,0,3,18,0,2,2,3,2,59,0,8,0,4,2
"RRM2B",67,1,7,0,0,0,3,26,0,0,0,0,0,20,9,5,2,13,12,1,1,0,22,0,44,4,40,0,2,8
"UBR5",56,4,5,0,1,1,5,44,0,1,0,0,0,41,25,10,2,17,70,2,1,2,27,0,161,3,29,2,8,5
"KB-1980E6.3",3,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,111,0,12,0,0,0
"KLF10",227,8,17,1,1,1,12,248,0,3,0,0,3,34,21,13,34,6,23,0,3,0,36,4,319,10,20,2,2,30
"KB-1732A1.1",8,0,0,1,0,0,1,57,0,0,1,0,0,3,2,2,3,0,5,0,1,1,4,1,23,0,0,0,0,4
"AZIN1",288,5,32,1,1,2,10,83,0,4,1,4,1,113,52,29,4,31,138,5,6,2,74,1,775,16,91,8,22,17
"KB-1507C5.4",116,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,13,11,2,0,1,0
"ATP6V1C1",206,3,15,3,1,0,4,55,0,3,1,0,1,47,16,9,2,20,61,5,0,1,40,1,196,10,33,4,7,11
"BAALC",4,0,0,0,0,0,4,4,0,1,0,0,0,2,0,0,3,1,2,0,0,0,0,0,9,0,1,0,0,43
"FZD6",3,0,1,0,0,0,1,7,0,0,0,0,0,3,1,1,0,1,3,1,0,0,8,0,55,0,1,0,1,19
"CTHRC1",8,0,1,0,0,0,0,12,0,1,0,0,0,2,7,2,0,0,11,0,1,1,3,0,362,1,1,0,0,29
"SLC25A32",39,1,6,0,1,4,2,33,0,3,0,0,0,43,22,13,4,14,56,2,0,1,8,1,177,1,14,1,4,10
"DCAF13",75,12,15,0,2,1,7,70,2,8,0,1,0,87,34,22,12,23,107,7,1,5,63,1,262,6,63,9,11,10
"RIMS2",2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,5,0,0,0,2,0,5,1,3,0,1,1
"LRP12",54,1,2,1,0,0,1,13,0,0,0,0,1,4,7,2,2,0,4,1,1,1,14,0,9,0,1,0,2,1
"ZFPM2",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,2
"RP11-395G23.3",5,0,1,0,0,0,1,11,0,0,0,0,0,6,1,1,0,0,5,0,0,0,3,0,31,0,0,0,1,1
"OXR1",96,2,9,0,0,0,7,52,0,1,0,0,0,58,14,16,5,11,60,0,1,1,59,2,444,6,12,4,2,17
"RP11-649G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ANGPT1",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2
"EIF3E",888,93,246,15,8,24,30,1330,12,42,6,14,22,2379,884,296,120,746,4505,141,37,36,744,13,5911,52,1008,119,278,136
"EMC2",58,6,8,2,0,0,20,186,0,2,0,0,1,58,39,5,19,6,63,0,0,2,95,2,356,4,28,6,7,20
"TMEM74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0
"RP11-1084E5.1",1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,112,0,0,0,0,0
"NUDCD1",23,3,8,1,0,0,0,24,0,1,0,0,0,22,9,7,0,16,19,2,1,0,12,0,66,1,13,2,2,9
"ENY2",758,38,137,4,6,12,36,464,3,26,1,5,2,441,226,115,53,140,586,26,12,11,370,4,2105,49,314,37,61,77
"PKHD1L1",2,0,0,0,0,0,0,1,0,0,0,0,0,23,2,0,0,5,3,1,0,0,0,0,295,0,32,0,0,0
"EBAG9",109,12,32,0,2,0,9,83,1,6,0,0,0,84,45,25,11,28,138,3,1,3,93,1,704,8,66,7,13,18
"SYBU",1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,3,0,0,1,0,14,0,3,0,24,0,1,0
"KCNV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CSMD3",0,0,1,0,0,0,0,8,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,5,0,0,0,0,0
"TRPS1",80,2,6,0,0,1,2,28,0,2,0,0,0,15,10,9,5,5,42,1,0,0,0,0,21,4,3,2,14,0
"EIF3H",754,43,213,9,7,17,25,790,7,26,8,12,5,1506,488,183,65,466,2463,87,18,16,396,8,3992,55,853,47,201,94
"UTP23",47,4,10,1,0,2,3,58,0,3,0,0,0,43,20,14,4,13,62,1,2,1,31,1,182,2,26,1,3,9
"RAD21",154,9,16,0,0,1,9,137,4,4,0,0,0,111,67,26,21,34,177,6,4,3,146,0,292,7,183,20,25,25
"AARD",1,0,2,0,0,0,0,18,0,0,0,0,0,3,0,2,1,2,3,0,1,0,0,0,7,0,0,0,0,2
"MED30",80,9,25,0,1,3,7,66,1,6,1,1,3,156,76,23,7,27,190,9,9,1,61,1,227,7,108,10,15,15
"EXT1",9,0,0,0,0,0,1,45,1,0,0,0,0,1,4,1,5,1,8,2,0,0,26,0,55,2,4,0,0,8
"SAMD12",1,0,1,1,0,0,0,2,0,0,0,0,0,7,1,1,0,0,9,0,0,0,10,0,77,0,4,0,1,3
"AC023590.1",29,1,3,1,0,0,1,8,0,1,0,2,1,54,14,4,1,11,42,1,1,0,20,0,176,4,308,0,3,3
"TNFRSF11B",1,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,2,0,0,0,9,0,1,0,0,0,0,2
"MAL2",7,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,1,0,0,0,237,0,15,0,3,0,0,0
"NOV",2,0,3,0,0,0,28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0,1,0,0,9
"ENPP2",206,1,11,0,0,0,6,73,0,0,0,1,0,9,8,1,7,4,16,2,0,0,2,0,87,3,0,0,1,99
