"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"ALKBH2",25,1,10,0,0,0,1,74,1,1,0,0,0,3,18,4,0,4,1,6,0,82,56,2,0,1,1,11
"UNG",30,1,6,3,0,0,0,38,0,1,1,1,1,3,17,8,1,3,0,4,1,321,27,2,1,2,3,13
"ACACB",5,1,1,0,0,0,0,24,0,0,0,0,0,1,6,0,0,1,0,0,0,60,9,0,0,0,1,16
"KCTD10",69,1,10,0,2,1,1,54,1,1,0,0,0,1,9,2,6,2,0,0,1,79,18,3,0,0,1,13
"UBE3B",51,3,10,0,0,0,2,37,3,1,0,2,0,2,14,4,1,2,0,1,0,81,22,2,0,1,1,8
"MMAB",65,1,20,1,0,0,2,94,0,3,1,0,1,1,17,5,8,1,0,1,0,312,53,4,1,0,2,25
"MVK",11,1,7,0,0,0,1,30,0,1,0,0,1,0,9,5,0,2,0,2,0,63,27,1,1,2,0,1
"FAM222A",2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0
"TRPV4",19,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"GLTP",126,6,50,1,0,1,7,124,9,5,2,6,4,9,73,27,1,15,0,11,1,403,89,6,4,7,11,31
"TCHP",22,0,8,1,0,0,1,26,3,1,1,1,0,4,17,9,0,6,0,5,3,83,30,1,0,2,2,7
"GIT2",181,3,65,0,0,0,3,35,3,6,1,3,0,8,65,18,2,9,0,5,2,67,51,11,4,2,2,19
"ANKRD13A",95,0,28,1,0,1,2,27,2,2,0,6,0,12,41,11,1,5,0,4,3,132,71,7,1,1,2,8
"C12orf76",63,1,23,0,0,0,2,87,4,3,1,3,0,3,33,11,3,5,0,4,0,73,55,4,2,1,5,16
"IFT81",7,0,1,1,0,0,1,25,0,1,0,0,0,0,3,0,3,0,0,0,0,20,4,0,1,1,0,5
"ATP2A2",274,3,57,1,1,0,2,130,1,3,1,1,0,2,17,5,6,3,0,5,0,547,118,16,1,0,2,25
"ANAPC7",41,1,10,0,0,0,0,62,3,2,1,0,0,2,23,6,3,1,0,4,0,107,45,0,1,0,1,4
"ARPC3",2990,43,1397,28,18,13,23,665,62,75,22,27,29,164,827,340,32,130,8,78,29,3033,1372,296,36,50,105,201
"GPN3",90,0,28,0,0,0,3,70,6,1,0,1,5,3,39,13,1,5,0,3,2,122,92,17,2,3,0,13
"FAM216A",14,0,3,0,0,0,2,33,0,0,0,1,0,1,2,1,1,0,0,1,0,0,13,0,0,0,0,0
"VPS29",743,11,256,3,5,0,9,381,19,17,7,10,13,24,155,57,16,34,4,12,6,1553,485,88,9,10,12,88
"PPTC7",72,1,19,0,0,0,1,33,2,4,1,0,0,8,24,7,0,6,0,2,0,120,22,8,1,1,1,3
"TCTN1",27,0,5,0,0,0,4,138,0,0,0,0,0,0,5,0,4,1,0,1,0,20,81,3,0,0,0,10
"HVCN1",102,0,53,0,0,0,2,65,0,0,0,0,0,31,3,4,5,0,0,4,0,0,72,11,0,0,1,7
"PPP1CC",358,10,126,2,2,0,1,511,10,13,5,10,15,27,152,49,44,27,0,13,6,1346,980,35,11,11,30,29
"MYL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"FAM109A",21,0,14,0,0,0,1,11,0,0,0,0,0,0,3,1,3,0,0,0,1,91,11,1,0,0,0,1
"RP3-473L9.4",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4
"SH2B3",502,0,150,0,0,0,0,22,3,1,0,2,0,2,18,5,1,1,1,4,1,23,12,33,1,1,1,16
"ATXN2",74,0,20,0,0,0,8,93,6,3,1,2,1,6,42,11,2,10,0,6,2,213,47,8,0,2,2,16
"BRAP",35,0,9,0,0,1,2,26,4,2,0,0,1,3,11,8,2,2,0,4,1,59,29,2,1,0,3,4
"ACAD10",17,0,6,0,0,0,2,18,0,0,0,1,2,1,4,4,0,2,0,1,0,99,15,1,0,0,1,3
"ALDH2",103,0,137,0,0,1,3,523,0,0,0,0,0,1,3,2,9,0,0,0,0,1730,93,58,2,0,0,41
"MAPKAPK5-AS1",70,0,18,1,0,1,3,72,5,3,1,2,1,4,45,14,3,6,0,2,1,222,126,8,1,0,7,39
"MAPKAPK5",55,1,21,1,1,0,3,57,4,2,0,1,1,4,37,8,2,3,0,5,2,182,65,4,1,1,6,9
"TMEM116",19,0,3,0,0,0,0,18,2,1,0,1,0,0,20,10,0,4,1,1,0,28,26,0,1,0,2,1
"ERP29",1121,21,406,10,7,6,9,588,21,34,9,17,8,80,439,168,27,95,4,23,19,1446,2093,54,13,9,31,73
"NAA25",41,0,19,0,2,0,3,34,2,2,1,1,0,3,17,8,0,4,0,3,2,136,28,5,1,0,6,9
"TRAFD1",30,1,15,0,0,2,2,68,3,0,0,2,0,2,25,8,3,3,0,1,0,45,17,19,0,1,2,8
"HECTD4",22,0,8,0,0,0,1,17,1,1,0,2,1,0,5,2,2,5,0,2,0,74,27,1,0,0,0,7
"RPL6",6005,241,3953,73,56,87,86,7304,312,373,118,257,161,705,5603,1605,248,1382,51,321,151,17863,13696,605,143,101,544,919
"PTPN11",88,0,23,1,0,0,1,42,2,2,0,2,0,3,17,9,2,3,0,1,1,190,16,2,3,3,2,12
"OAS1",126,0,18,0,0,2,3,66,1,0,0,0,0,3,28,7,0,3,0,6,1,225,130,13,0,5,7,14
"OAS3",78,1,7,0,0,0,1,25,2,2,0,1,1,0,18,1,1,1,0,2,1,37,10,11,2,0,1,15
"OAS2",94,2,14,3,2,0,0,27,1,0,2,0,0,0,19,6,0,8,1,2,0,2,50,10,3,1,2,14
"DTX1",7,1,0,0,0,0,0,2,0,0,0,0,0,0,5,4,0,2,0,1,1,0,0,0,0,0,0,0
"RASAL1",6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,0,0,0,0,0
"DDX54",82,2,39,1,0,0,2,87,3,2,1,1,0,8,48,26,4,10,0,10,3,264,113,10,3,2,6,21
"IQCD",6,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"TPCN1",88,0,10,0,0,0,1,48,0,0,0,0,0,0,4,0,1,0,0,0,0,95,9,5,0,0,0,0
"SLC8B1",93,1,32,0,0,0,2,57,0,4,0,1,0,0,17,5,1,5,0,1,0,55,10,5,0,2,5,2
"PLBD2",89,0,6,0,0,0,1,42,0,0,0,0,0,0,1,2,2,2,0,0,0,5,12,1,0,0,0,0
"SDS",1550,1,227,1,0,0,0,4,0,1,0,0,0,1,5,1,1,1,0,0,0,2,10,23,0,0,0,3
"SDSL",378,0,64,0,0,0,0,46,0,0,0,0,1,0,1,0,1,0,0,0,0,226,5,13,0,0,0,7
"RBM19",22,1,10,0,0,1,0,22,1,0,0,1,1,1,12,2,0,4,0,0,0,75,18,2,2,0,3,2
"TBX3",4,0,0,0,0,0,3,103,0,0,0,0,0,0,0,0,6,0,0,0,0,53,1,2,0,0,0,3
"MED13L",86,0,35,0,0,0,1,61,0,1,1,3,0,4,10,6,3,3,0,0,0,130,50,15,1,1,3,18
"MAP1LC3B2",63,2,13,0,0,0,1,25,0,0,1,0,0,2,16,5,0,4,0,5,1,39,36,2,0,0,2,7
"C12orf49",39,0,13,0,0,0,0,20,2,0,0,1,0,4,19,8,0,4,0,3,0,121,31,3,1,0,3,13
"RNFT2",10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11,6,0,0,0,0,0
"FBXW8",10,0,0,0,0,0,0,16,2,0,0,0,0,1,0,3,3,0,0,1,0,27,15,1,0,0,0,1
"TESC",42,4,33,2,0,0,0,9,3,1,0,1,3,8,22,17,0,3,0,12,2,1,14,6,5,2,3,44
"FBXO21",47,2,19,0,1,2,5,177,4,3,0,2,0,7,49,11,3,14,1,3,3,165,43,5,0,1,5,44
"NOS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0
"KSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"RFC5",15,0,7,0,0,0,2,30,1,2,0,2,0,0,10,4,0,0,0,1,1,75,26,0,1,2,0,9
"WSB2",179,0,24,0,0,0,2,52,1,0,1,4,0,0,14,3,0,2,0,0,0,313,10,16,1,1,2,3
"VSIG10",25,0,4,0,0,0,2,26,0,0,0,0,0,0,1,0,1,0,0,0,0,234,1,0,0,0,0,6
"PEBP1",902,13,217,3,1,3,126,1376,27,41,10,32,25,47,428,104,39,73,1,26,8,4901,1001,43,10,12,41,128
"TAOK3",286,5,119,3,2,3,4,79,9,9,1,4,2,13,117,43,2,26,1,20,4,400,114,42,5,12,15,18
"SUDS3",73,0,28,0,0,1,4,99,4,3,0,6,1,8,47,22,3,10,0,5,2,488,120,6,1,0,3,15
"HSPB8",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
"CCDC60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"RP11-768F21.1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"TMEM233",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"PRKAB1",23,1,11,0,1,0,0,27,0,0,0,3,0,0,21,4,4,3,0,2,0,176,29,2,1,0,0,5
"CIT",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,11
"CCDC64",0,0,0,2,0,1,0,1,1,3,0,0,0,1,10,8,0,3,0,1,0,5,1,0,3,2,5,0
"RAB35",115,2,37,1,0,0,1,38,5,2,1,5,0,4,42,26,3,8,0,4,1,100,44,6,3,3,8,18
"RPLP0",5969,209,2822,99,42,54,68,6668,195,416,139,198,100,523,5522,1449,160,1209,47,312,111,27229,14190,508,136,124,367,711
"PXN-AS1",15,0,6,2,0,1,1,27,1,1,1,0,0,1,10,3,0,3,0,4,0,59,39,1,2,1,0,2
"PXN",56,0,4,0,0,1,2,28,1,1,0,0,0,0,4,5,1,5,0,1,0,205,10,1,0,0,1,26
"SIRT4",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,0,0,0,2
"PLA2G1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0
"MSI1",1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,0,0,0,0,0
"COX6A1",744,23,195,12,6,6,12,489,29,13,11,10,14,19,303,120,22,52,4,29,9,6940,872,61,13,11,39,121
"TRIAP1",105,0,49,0,3,1,1,117,4,1,2,2,2,5,73,28,4,14,0,9,0,246,98,11,2,2,7,22
"GATC",9,1,2,0,0,0,0,8,1,0,0,2,1,0,6,1,0,2,0,0,1,26,10,1,0,1,1,2
"SRSF9",696,8,274,2,3,6,16,413,13,16,9,9,3,22,165,70,12,30,2,36,8,1642,1136,44,8,9,28,63
"DYNLL1",2623,47,826,20,8,8,110,2336,85,93,32,58,90,86,835,346,114,166,8,98,16,4788,2716,173,45,33,83,531
"COQ5",53,0,22,4,1,1,2,97,5,4,0,2,0,2,40,13,1,4,0,3,0,198,76,3,3,2,2,22
"RNF10",116,5,52,2,2,2,2,127,7,6,3,4,6,6,71,23,5,14,0,11,2,281,145,9,0,6,12,22
"POP5",171,4,47,1,2,2,2,176,8,9,4,10,4,16,98,33,1,26,1,11,2,458,280,10,4,5,14,25
"CABP1",1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,14
"MLEC",579,8,136,5,3,1,2,202,7,9,3,9,1,9,94,34,11,12,2,11,3,2749,658,17,8,1,3,75
"UNC119B",7,0,0,1,0,0,2,24,0,1,0,0,1,1,7,3,1,0,0,0,0,71,6,0,0,1,0,10
"ACADS",54,0,21,1,0,0,3,79,1,6,2,0,0,2,18,7,2,4,0,3,2,1167,39,3,0,3,1,15
"SPPL3",125,1,45,0,0,0,3,100,0,4,2,2,0,4,24,19,3,5,0,6,1,216,43,10,0,0,3,11
"HNF1A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,46,0,0,0,0,0,0
"C12orf43",22,2,12,0,0,1,1,64,5,3,1,3,0,4,29,9,5,3,0,3,1,69,47,1,0,1,0,14
"OASL",18,2,1,1,2,0,1,8,3,2,0,0,0,0,21,22,0,2,0,2,2,30,23,68,0,2,2,11
"P2RX7",24,0,3,1,1,0,1,4,1,0,0,1,0,0,5,1,0,1,0,2,0,2,7,2,0,0,0,2
"P2RX4",136,2,17,0,1,0,3,84,7,5,3,8,1,3,66,20,1,13,0,3,3,171,138,20,2,2,4,13
"CAMKK2",37,0,7,1,0,0,3,33,1,0,1,0,0,2,20,7,6,3,1,2,0,103,38,2,1,0,2,5
"ANAPC5",139,4,68,2,1,0,7,172,16,8,5,4,4,12,77,42,11,11,0,7,6,457,433,13,3,3,15,37
"RNF34",68,6,31,4,2,2,2,82,1,5,2,1,0,5,63,28,3,17,0,7,2,137,88,7,5,5,12,14
"KDM2B",102,2,60,0,1,0,0,33,4,0,0,0,1,5,13,6,0,4,0,2,0,74,29,21,3,2,7,2
"ORAI1",157,4,48,0,2,1,5,60,4,9,3,5,0,7,95,33,4,25,0,5,1,111,48,7,1,4,8,52
"MORN3",0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,1,2
"TMEM120B",24,1,8,0,1,0,1,14,0,4,0,2,0,2,18,10,0,8,0,4,1,34,62,0,2,1,5,2
"RHOF",81,7,53,6,4,4,0,5,17,24,7,13,2,24,215,86,0,43,0,20,10,59,93,9,10,8,37,5
"SETD1B",40,2,9,1,0,1,0,24,0,1,0,1,0,0,5,7,2,4,0,1,0,74,13,1,0,0,1,5
"PSMD9",45,0,14,0,0,0,2,34,3,3,2,0,2,2,23,5,0,4,0,3,0,137,54,3,0,1,1,7
"RP11-87C12.2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
"WDR66",4,0,6,0,0,0,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,7,7,0,0,0,0,0
"BCL7A",14,0,11,0,0,0,0,13,0,0,0,0,1,0,1,1,1,0,0,0,0,68,5,2,0,0,0,1
"MLXIP",115,1,44,0,0,0,7,234,3,5,0,2,1,13,32,9,5,10,0,3,0,1254,88,4,0,2,2,44
"DIABLO",8,0,2,0,0,0,1,14,1,1,0,0,0,1,11,2,0,1,0,0,2,28,8,0,0,0,0,2
"VPS33A",46,2,10,0,0,1,1,23,1,1,0,0,0,3,27,8,0,3,0,0,1,64,26,5,1,0,3,7
"CLIP1",102,1,34,2,0,2,3,91,6,5,2,7,2,6,65,20,3,9,0,2,0,120,66,9,1,2,8,23
"ZCCHC8",43,2,24,0,0,0,1,51,2,2,0,2,2,3,24,5,0,1,0,3,4,66,51,7,0,1,4,8
"RSRC2",286,10,137,5,8,5,21,461,27,27,6,16,10,41,270,98,9,53,3,22,5,537,395,30,11,9,26,81
"KNTC1",10,0,2,1,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,1,33,23,1,0,0,0,0
"HCAR2",11,0,23,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0
"HCAR3",17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
"HCAR1",2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"DENR",203,3,32,2,2,1,3,127,11,8,1,9,5,8,86,25,6,13,0,10,1,322,101,2,7,1,7,24
"HIP1R",6,1,4,1,1,0,2,1,8,2,0,4,0,4,24,8,0,1,0,8,0,83,43,0,0,1,1,9
"VPS37B",161,11,40,3,0,2,2,30,24,9,5,11,3,14,120,68,1,26,1,35,7,247,280,7,3,5,16,21
"ABCB9",5,0,1,0,0,0,1,4,0,0,0,0,0,1,5,1,0,1,0,0,0,26,221,1,0,0,0,0
"OGFOD2",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,0,1
"ARL6IP4",267,3,76,3,5,0,5,201,5,4,4,4,4,5,86,28,6,25,0,7,5,357,252,13,4,2,10,36
"PITPNM2",0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,1,0,0,1,0,20,1,0,0,0,0,3
"MPHOSPH9",25,2,14,0,0,0,2,29,2,0,1,3,2,6,31,10,2,4,1,4,0,68,42,1,4,2,3,2
"C12orf65",35,5,16,0,4,1,1,121,4,7,1,2,0,4,90,29,10,17,0,5,4,135,143,3,3,2,2,14
"SBNO1",65,3,33,2,0,0,3,95,8,3,0,6,3,5,53,12,5,11,0,4,5,195,43,8,2,2,11,13
"RILPL2",574,6,387,0,0,2,4,99,4,12,2,9,4,44,147,43,2,27,1,8,1,21,33,70,4,2,25,83
"SNRNP35",61,1,19,1,0,1,1,93,3,2,3,2,1,5,42,19,5,11,1,2,1,167,69,6,7,2,6,16
"RILPL1",4,0,0,0,0,0,0,9,1,0,0,0,0,1,2,0,1,0,0,0,0,4,2,0,0,0,0,3
"RP11-486O12.2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"TMED2",820,14,244,12,6,5,20,752,32,25,7,22,14,28,375,162,18,73,3,44,12,1775,2434,60,8,8,34,122
"DDX55",26,1,10,0,0,0,1,39,1,2,0,1,0,1,19,7,1,4,0,6,1,59,31,1,2,0,6,4
"EIF2B1",58,2,39,1,0,0,2,120,7,8,2,7,1,7,52,17,2,10,1,6,0,123,98,6,3,2,5,20
"GTF2H3",43,2,16,1,0,0,0,38,1,1,0,1,0,3,15,3,2,4,1,2,0,126,28,2,3,1,2,9
"TCTN2",1,1,0,0,0,0,1,15,0,0,0,0,0,0,2,1,1,1,0,0,0,10,2,0,0,0,0,1
"ATP6V0A2",27,0,7,2,0,0,1,22,1,4,1,2,7,1,16,8,0,1,0,1,1,72,47,4,1,2,2,6
"CCDC92",42,1,5,1,0,0,1,20,2,2,1,1,0,1,18,7,4,2,0,1,1,36,12,1,0,2,4,5
"ZNF664",60,0,7,0,0,0,5,45,1,0,0,2,0,0,14,4,5,1,0,3,1,462,53,1,0,0,2,8
"FAM101A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
"RP11-214K3.24",3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,9,5,0,0,0,0,0
"NCOR2",142,1,43,0,0,0,3,64,0,1,0,0,0,2,17,5,5,4,0,2,2,82,18,6,0,0,1,8
"SCARB1",104,0,8,0,0,0,1,17,1,0,1,0,0,0,1,0,0,0,0,0,0,57,20,0,0,0,0,28
"UBC",1951,91,1205,50,37,43,161,3277,168,197,43,106,40,311,1993,660,119,350,7,161,51,2779,6448,302,56,56,313,767
"DHX37",24,1,5,1,0,0,0,6,0,0,0,1,1,2,8,1,0,5,0,0,1,42,11,3,1,0,2,5
"BRI3BP",142,0,70,1,0,0,1,13,1,1,0,0,2,2,15,3,1,2,0,1,1,564,58,11,0,2,2,3
"AACS",14,1,6,0,0,0,0,26,0,0,0,1,0,0,6,3,1,4,0,1,0,93,45,0,0,0,2,4
"TMEM132B",1,1,1,0,0,0,3,2,0,0,0,0,0,0,4,2,0,1,0,0,0,12,3,1,0,0,0,0
"LINC00944",2,1,0,1,1,0,0,21,2,2,1,0,0,6,30,4,0,5,0,0,0,0,30,0,0,1,2,1
"RP11-349K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"SLC15A4",80,0,9,0,0,0,2,19,1,0,0,0,1,3,4,3,0,1,0,4,1,28,18,4,0,0,0,3
"STX2",58,0,5,2,0,0,2,45,1,4,0,2,0,0,3,6,1,2,0,0,0,0,16,0,0,0,0,7
"RAN",999,22,393,18,3,7,19,689,50,34,19,25,13,84,570,205,47,124,3,52,19,2924,1258,95,52,43,70,122
"SFSWAP",38,1,27,0,0,0,2,71,2,0,1,4,2,3,40,16,7,4,0,2,0,115,63,2,0,0,5,16
"MMP17",3,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ULK1",9,0,4,0,0,0,0,21,0,0,1,1,0,0,7,0,0,1,0,0,0,26,10,1,0,0,1,4
"PUS1",31,4,14,0,0,0,1,20,1,0,1,1,1,4,26,5,1,3,0,2,0,113,45,3,0,2,4,12
"EP400",32,0,13,0,0,0,1,38,0,1,1,4,0,1,20,7,6,2,1,1,0,52,31,5,0,1,2,3
"EP400NL",7,0,5,0,0,0,1,11,0,0,0,0,0,0,6,3,0,1,0,0,0,16,17,0,0,1,1,0
"DDX51",16,0,5,0,0,0,1,25,0,0,1,1,0,0,9,9,1,1,0,2,0,65,26,2,0,1,2,2
"NOC4L",15,0,18,0,0,0,0,18,0,0,1,0,0,0,10,5,3,0,0,1,1,92,30,2,1,1,2,5
"RP13-977J11.2",5,0,1,0,0,0,1,7,0,2,0,0,0,0,8,1,0,0,0,0,0,1,1,0,0,0,0,0
"FBRSL1",19,1,5,0,0,0,1,12,1,0,1,2,0,0,7,1,0,2,0,0,0,113,7,0,0,0,0,3
"POLE",9,0,5,0,0,0,0,11,1,1,0,0,0,1,2,2,0,2,0,1,0,58,6,0,2,1,0,2
"PXMP2",43,0,9,1,0,1,1,55,0,1,0,2,0,1,7,4,3,1,0,3,0,1479,46,3,3,3,0,7
"PGAM5",23,0,3,0,0,0,0,9,0,0,0,1,0,3,3,3,0,2,0,1,0,71,25,0,1,1,0,1
"ANKLE2",59,4,20,0,0,0,2,69,1,2,1,3,2,7,37,18,0,11,0,4,1,118,64,6,2,0,6,17
"GOLGA3",59,2,34,0,0,0,1,35,2,3,0,2,2,2,23,8,1,4,0,4,4,209,86,1,0,0,1,16
"CHFR",57,0,17,1,0,3,1,36,3,2,0,1,1,4,30,13,2,9,0,6,1,54,35,5,1,2,4,3
"RP11-46H11.12",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,7,6,0,0,0,0,0
"RP11-46H11.3",21,0,7,0,0,0,0,30,1,1,0,0,2,2,18,9,0,4,1,1,2,70,24,2,0,2,1,4
"ZNF605",11,0,5,0,0,0,1,37,3,0,0,0,0,1,11,3,2,1,0,1,0,34,6,0,0,0,1,5
"ZNF84",1,0,1,0,0,0,0,3,0,1,0,0,0,1,3,0,1,0,0,0,0,5,2,0,0,0,1,0
"ZNF140",14,4,10,0,0,0,0,26,0,4,0,2,0,1,18,10,1,2,0,0,1,37,32,3,0,1,2,7
"ZNF891",9,0,1,0,0,1,0,12,0,0,0,0,0,0,4,1,0,1,0,1,0,13,12,0,0,0,0,2
"ZNF10",24,1,4,0,0,0,0,12,1,0,0,0,0,3,1,1,0,3,0,1,0,13,13,0,0,0,0,2
"ZNF268",24,1,11,0,0,0,0,22,1,1,0,3,0,1,12,7,1,8,0,3,0,60,20,1,0,2,3,8
"MPHOSPH8",192,11,61,2,3,5,19,503,12,20,7,14,5,24,186,73,21,48,4,27,6,508,514,14,6,5,32,85
"PSPC1",67,3,28,0,1,0,3,67,4,8,4,1,3,5,45,16,1,6,0,10,4,202,79,6,3,3,6,10
"ZMYM5",39,3,15,0,1,1,3,54,1,3,1,3,1,5,30,18,3,6,0,1,1,39,60,5,1,1,1,5
"ZMYM2",103,2,29,1,0,0,3,85,5,5,1,3,2,12,39,16,4,11,0,6,0,136,36,9,1,1,3,10
"GJB2",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,84,0,0,0,0,1
"CRYL1",188,1,17,0,0,1,6,42,2,1,2,3,2,3,15,7,2,3,0,4,1,692,172,3,1,1,1,28
"IFT88",21,0,5,1,0,0,0,50,0,0,0,1,1,2,9,7,1,1,0,1,0,75,7,1,0,2,0,4
"N6AMT2",40,0,9,0,1,0,1,64,2,1,0,0,2,0,3,5,1,3,0,2,0,60,49,1,0,0,3,4
"XPO4",28,0,5,1,0,0,0,20,0,4,0,0,0,4,15,7,1,3,0,1,0,82,27,1,1,0,1,3
"LATS2",58,0,22,0,0,0,1,50,0,0,0,1,0,0,1,0,1,0,0,0,0,2,17,3,0,0,0,9
"LATS2-AS1",8,0,12,0,0,0,0,4,0,0,0,2,0,0,5,1,0,0,0,4,0,0,3,3,0,0,0,2
"SAP18",921,27,345,21,12,12,41,1205,31,50,18,32,35,67,567,211,42,111,6,47,15,2208,1011,90,17,16,61,179
"SKA3",8,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,40,25,0,1,4,0,0
"LINC00539",5,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,0,2,0,0,0,0,20,0,0,0,0,1
"ZDHHC20",1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,1
"MICU2",63,3,36,4,1,0,3,156,10,5,1,4,2,9,76,28,7,13,0,8,4,364,97,8,1,5,12,17
"FGF9",2,2,1,0,0,0,0,122,0,0,0,0,0,1,2,1,0,1,0,0,0,5,3,0,0,0,0,0
"SACS",19,2,3,1,0,0,0,14,4,0,0,0,0,1,12,2,2,1,0,1,0,6,5,1,0,0,0,2
"LINC00327",1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"TNFRSF19",1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
"MIPEP",17,0,3,0,0,0,1,19,1,1,0,0,0,0,7,0,0,1,0,1,0,108,21,0,0,0,0,2
"C1QTNF9B-AS1",7,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0,0,0,0,0
"SPATA13",15,2,3,1,0,0,2,29,2,0,0,0,0,0,27,14,0,8,0,6,3,124,2,2,0,1,5,6
"C1QTNF9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"PARP4",51,0,12,0,0,0,0,29,2,1,0,0,1,0,15,6,0,2,0,1,1,205,30,6,0,1,1,6
"CENPJ",17,0,10,0,0,0,1,13,0,0,0,0,1,0,7,3,3,2,0,2,0,20,20,0,0,1,0,4
"PABPC3",50,1,28,1,0,0,0,17,0,3,1,2,1,1,22,9,1,4,0,1,1,76,18,4,0,0,2,1
"MTMR6",106,1,23,1,0,1,2,44,1,0,1,1,1,6,17,5,2,2,0,2,0,86,37,8,0,0,3,16
"ATP8A2",0,0,0,0,0,0,0,14,1,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,0,0,0,0
"SHISA2",0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,5
